countryname,countrycode,indicatorname,indicatorcode,year,value,happiness_rank_2015,target_groups
El Salvador,SLV,Urban population,SP.URB.TOTL,2014,4046661.0000000000,42,Moderately Happy
El Salvador,SLV,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,2014,14.9000000000,42,Moderately Happy
El Salvador,SLV,"Mortality rate, under-5 (per 1,000)",SH.DYN.MORT,2014,17.4000000000,42,Moderately Happy
El Salvador,SLV,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,2014,144.0256764361,42,Moderately Happy
El Salvador,SLV,Fixed telephone subscriptions,IT.MLT.MAIN,2014,948000.0000000000,42,Moderately Happy
El Salvador,SLV,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,2014,1.8868519378,42,Moderately Happy
Estonia,EST,"Incidence of tuberculosis (per 100,000 people)",SH.TBS.INCD,2014,20.0000000000,73,Apathetic
Estonia,EST,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,2014,2.0194497984,73,Apathetic
Estonia,EST,Internet users (per 100 people),IT.NET.USER.P2,2014,84.2400000000,73,Apathetic
Estonia,EST,Rural population (% of total population),SP.RUR.TOTL.ZS,2014,32.3780000000,73,Apathetic
Estonia,EST,"Unemployment, female (% of female labor force)",SL.UEM.TOTL.FE.ZS,2014,6.6999998093,73,Apathetic
Estonia,EST,"Unemployment, male (% of male labor force)",SL.UEM.TOTL.MA.ZS,2014,8.6000003815,73,Apathetic
Estonia,EST,Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,2014,5.6500000000,73,Apathetic
Estonia,EST,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2014,-0.1448155195,73,Apathetic
Estonia,EST,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2014,2.9065371667,73,Apathetic
Estonia,EST,"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,2014,49.0597745439,73,Apathetic
Estonia,EST,"Maternal mortality ratio (modeled estimate, per 100,000 live births)",SH.STA.MMRT,2014,9.0000000000,73,Apathetic
Estonia,EST,Urban population,SP.URB.TOTL,2014,888313.0000000000,73,Apathetic
Estonia,EST,Urban population (% of total),SP.URB.TOTL.IN.ZS,2014,67.6220000000,73,Apathetic
Estonia,EST,Urban population growth (annual %),SP.URB.GROW,2014,-0.4770700293,73,Apathetic
Estonia,EST,Fixed telephone subscriptions,IT.MLT.MAIN,2014,407289.0000000000,73,Apathetic
Estonia,EST,Fixed telephone subscriptions (per 100 people),IT.MLT.MAIN.P2,2014,31.7259853977,73,Apathetic
Estonia,EST,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,2014,5.9320840327,73,Apathetic
Estonia,EST,Lifetime risk of maternal death (%),SH.MMR.RISK.ZS,2014,0.0155261072,73,Apathetic
Estonia,EST,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,2014,160.6878485337,73,Apathetic
Estonia,EST,"Population, ages 15-64 (% of total)",SP.POP.1564.TO.ZS,2014,65.6477762169,73,Apathetic
Estonia,EST,"Population, ages 0-14 (% of total)",SP.POP.0014.TO.ZS,2014,15.8226352622,73,Apathetic
Estonia,EST,Population growth (annual %),SP.POP.GROW,2014,-0.3307443769,73,Apathetic
Estonia,EST,Population ages 65 and above (% of total),SP.POP.65UP.TO.ZS,2014,18.5295885209,73,Apathetic
Estonia,EST,"Mortality rate, under-5 (per 1,000)",SH.DYN.MORT,2014,3.2000000000,73,Apathetic
Estonia,EST,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,2014,2.5000000000,73,Apathetic
Ethiopia,ETH,Internet users (per 100 people),IT.NET.USER.P2,2014,2.9000000000,122,Moderately Sad
Ethiopia,ETH,"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,2014,47.3117113544,122,Moderately Sad
Ethiopia,ETH,Lifetime risk of maternal death (%),SH.MMR.RISK.ZS,2014,1.7085778453,122,Moderately Sad
Ethiopia,ETH,Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,2014,5.4700000000,122,Moderately Sad
Ethiopia,ETH,"Maternal mortality ratio (modeled estimate, per 100,000 live births)",SH.STA.MMRT,2014,378.0000000000,122,Moderately Sad
Ethiopia,ETH,Urban population (% of total),SP.URB.TOTL.IN.ZS,2014,19.0280000000,122,Moderately Sad
Ethiopia,ETH,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,2014,2.1577988117,122,Moderately Sad
Ethiopia,ETH,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2014,10.2791870241,122,Moderately Sad
Ethiopia,ETH,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,2014,31.5938803866,122,Moderately Sad
Ethiopia,ETH,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,2014,42.9000000000,122,Moderately Sad
Ethiopia,ETH,"Mortality rate, under-5 (per 1,000)",SH.DYN.MORT,2014,61.8000000000,122,Moderately Sad
Ethiopia,ETH,Rural population (% of total population),SP.RUR.TOTL.ZS,2014,80.9720000000,122,Moderately Sad
Ethiopia,ETH,"Unemployment, female (% of female labor force)",SL.UEM.TOTL.FE.ZS,2014,7.8000001907,122,Moderately Sad
Ethiopia,ETH,"Unemployment, male (% of male labor force)",SL.UEM.TOTL.MA.ZS,2014,2.9000000954,122,Moderately Sad
Ethiopia,ETH,Urban population,SP.URB.TOTL,2014,18449308.0000000000,122,Moderately Sad
Ethiopia,ETH,Urban population growth (annual %),SP.URB.GROW,2014,4.8355873631,122,Moderately Sad
Ethiopia,ETH,Fixed telephone subscriptions,IT.MLT.MAIN,2014,820000.0000000000,122,Moderately Sad
Ethiopia,ETH,Fixed telephone subscriptions (per 100 people),IT.MLT.MAIN.P2,2014,0.8496878294,122,Moderately Sad
Ethiopia,ETH,"Population, ages 15-64 (% of total)",SP.POP.1564.TO.ZS,2014,54.4756763114,122,Moderately Sad
Ethiopia,ETH,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2014,7.3918144800,122,Moderately Sad
Ethiopia,ETH,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,2014,10.9599560125,122,Moderately Sad
Ethiopia,ETH,Population ages 65 and above (% of total),SP.POP.65UP.TO.ZS,2014,3.4533784951,122,Moderately Sad
Ethiopia,ETH,Population growth (annual %),SP.POP.GROW,2014,2.5068086599,122,Moderately Sad
Ethiopia,ETH,"Population, ages 0-14 (% of total)",SP.POP.0014.TO.ZS,2014,42.0709451935,122,Moderately Sad
Ethiopia,ETH,"Incidence of tuberculosis (per 100,000 people)",SH.TBS.INCD,2014,207.0000000000,122,Moderately Sad
Finland,FIN,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,2014,139.6638962050,6,Extremely Happy
Finland,FIN,Fixed telephone subscriptions,IT.MLT.MAIN,2014,638800.0000000000,6,Extremely Happy
Finland,FIN,Fixed telephone subscriptions (per 100 people),IT.MLT.MAIN.P2,2014,11.7351033720,6,Extremely Happy
Finland,FIN,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,2014,5.4413899577,6,Extremely Happy
Finland,FIN,Lifetime risk of maternal death (%),SH.MMR.RISK.ZS,2014,0.0046707216,6,Extremely Happy
Finland,FIN,"Maternal mortality ratio (modeled estimate, per 100,000 live births)",SH.STA.MMRT,2014,3.0000000000,6,Extremely Happy
Finland,FIN,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,2014,2.0000000000,6,Extremely Happy
Finland,FIN,"Mortality rate, under-5 (per 1,000)",SH.DYN.MORT,2014,2.4000000000,6,Extremely Happy
Finland,FIN,Internet users (per 100 people),IT.NET.USER.P2,2014,92.3800000000,6,Extremely Happy
Finland,FIN,Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,2014,5.7700000000,6,Extremely Happy
Finland,FIN,"Incidence of tuberculosis (per 100,000 people)",SH.TBS.INCD,2014,5.6000000000,6,Extremely Happy
Finland,FIN,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2014,1.0435413979,6,Extremely Happy
Finland,FIN,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,2014,1.6122529922,6,Extremely Happy
Finland,FIN,"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,2014,47.7405737100,6,Extremely Happy
Finland,FIN,"Unemployment, female (% of female labor force)",SL.UEM.TOTL.FE.ZS,2014,7.9000000954,6,Extremely Happy
Finland,FIN,"Unemployment, male (% of male labor force)",SL.UEM.TOTL.MA.ZS,2014,9.1999998093,6,Extremely Happy
Finland,FIN,Urban population,SP.URB.TOTL,2014,4594119.0000000000,6,Extremely Happy
Finland,FIN,Urban population (% of total),SP.URB.TOTL.IN.ZS,2014,84.0860000000,6,Extremely Happy
Finland,FIN,Urban population growth (annual %),SP.URB.GROW,2014,0.6111864287,6,Extremely Happy
Finland,FIN,Population growth (annual %),SP.POP.GROW,2014,0.4517108606,6,Extremely Happy
Finland,FIN,Rural population (% of total population),SP.RUR.TOTL.ZS,2014,15.9140000000,6,Extremely Happy
Finland,FIN,Population ages 65 and above (% of total),SP.POP.65UP.TO.ZS,2014,19.8080902830,6,Extremely Happy
Finland,FIN,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2014,-0.4047002972,6,Extremely Happy
Finland,FIN,"Population, ages 15-64 (% of total)",SP.POP.1564.TO.ZS,2014,63.8685976867,6,Extremely Happy
Finland,FIN,"Population, ages 0-14 (% of total)",SP.POP.0014.TO.ZS,2014,16.3233120303,6,Extremely Happy
France,FRA,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,2014,3.6000000000,29,Extremely Happy
France,FRA,Fixed telephone subscriptions,IT.MLT.MAIN,2014,38805000.0000000000,29,Extremely Happy
France,FRA,Fixed telephone subscriptions (per 100 people),IT.MLT.MAIN.P2,2014,60.0312998139,29,Extremely Happy
France,FRA,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,2014,0.2812306185,29,Extremely Happy
France,FRA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2014,0.1795663769,29,Extremely Happy
France,FRA,"Maternal mortality ratio (modeled estimate, per 100,000 live births)",SH.STA.MMRT,2014,9.0000000000,29,Extremely Happy
France,FRA,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,2014,100.3615661751,29,Extremely Happy
France,FRA,"Mortality rate, under-5 (per 1,000)",SH.DYN.MORT,2014,4.4000000000,29,Extremely Happy
France,FRA,Urban population,SP.URB.TOTL,2014,52494813.0000000000,29,Extremely Happy
France,FRA,Urban population (% of total),SP.URB.TOTL.IN.ZS,2014,79.2890000000,29,Extremely Happy
France,FRA,Urban population growth (annual %),SP.URB.GROW,2014,0.7215460210,29,Extremely Happy
France,FRA,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,2014,0.5698715680,29,Extremely Happy
France,FRA,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2014,0.5077006728,29,Extremely Happy
France,FRA,"Incidence of tuberculosis (per 100,000 people)",SH.TBS.INCD,2014,8.7000000000,29,Extremely Happy
France,FRA,"Population, ages 0-14 (% of total)",SP.POP.0014.TO.ZS,2014,18.5064735717,29,Extremely Happy
France,FRA,Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,2014,5.1600000000,29,Extremely Happy
France,FRA,"Population, ages 15-64 (% of total)",SP.POP.1564.TO.ZS,2014,62.8244374965,29,Extremely Happy
France,FRA,Rural population (% of total population),SP.RUR.TOTL.ZS,2014,20.7110000000,29,Extremely Happy
France,FRA,Population growth (annual %),SP.POP.GROW,2014,0.4259853994,29,Extremely Happy
France,FRA,Population ages 65 and above (% of total),SP.POP.65UP.TO.ZS,2014,18.6690889318,29,Extremely Happy
France,FRA,Lifetime risk of maternal death (%),SH.MMR.RISK.ZS,2014,0.0167930238,29,Extremely Happy
France,FRA,"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,2014,47.1369779234,29,Extremely Happy
France,FRA,Internet users (per 100 people),IT.NET.USER.P2,2014,83.7500000000,29,Extremely Happy
France,FRA,"Unemployment, female (% of female labor force)",SL.UEM.TOTL.FE.ZS,2014,9.6999998093,29,Extremely Happy
France,FRA,"Unemployment, male (% of male labor force)",SL.UEM.TOTL.MA.ZS,2014,10.1000003815,29,Extremely Happy
Gabon,GAB,Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,2014,10.7100000000,143,Very Sad
Gabon,GAB,Internet users (per 100 people),IT.NET.USER.P2,2014,9.8100000000,143,Very Sad
Gabon,GAB,"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,2014,45.7689525429,143,Very Sad
Gabon,GAB,Lifetime risk of maternal death (%),SH.MMR.RISK.ZS,2014,1.2126588637,143,Very Sad
Gabon,GAB,"Maternal mortality ratio (modeled estimate, per 100,000 live births)",SH.STA.MMRT,2014,295.0000000000,143,Very Sad
Gabon,GAB,Rural population (% of total population),SP.RUR.TOTL.ZS,2014,13.0800000000,143,Very Sad
Gabon,GAB,"Mortality rate, under-5 (per 1,000)",SH.DYN.MORT,2014,52.3000000000,143,Very Sad
Gabon,GAB,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,2014,37.0000000000,143,Very Sad
Gabon,GAB,Fixed telephone subscriptions,IT.MLT.MAIN,2014,17200.0000000000,143,Very Sad
Gabon,GAB,Fixed telephone subscriptions (per 100 people),IT.MLT.MAIN.P2,2014,1.0050873783,143,Very Sad
Gabon,GAB,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,2014,5.3513862840,143,Very Sad
Gabon,GAB,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2014,4.3148771261,143,Very Sad
Gabon,GAB,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,2014,210.3671256955,143,Very Sad
Gabon,GAB,"Unemployment, female (% of female labor force)",SL.UEM.TOTL.FE.ZS,2014,25.7999992371,143,Very Sad
Gabon,GAB,"Incidence of tuberculosis (per 100,000 people)",SH.TBS.INCD,2014,444.0000000000,143,Very Sad
Gabon,GAB,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2014,4.6556078913,143,Very Sad
Gabon,GAB,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,2014,-0.8513309864,143,Very Sad
Gabon,GAB,Population ages 65 and above (% of total),SP.POP.65UP.TO.ZS,2014,5.1554418421,143,Very Sad
Gabon,GAB,Population growth (annual %),SP.POP.GROW,2014,2.2362664466,143,Very Sad
Gabon,GAB,"Population, ages 0-14 (% of total)",SP.POP.0014.TO.ZS,2014,37.2914065699,143,Very Sad
Gabon,GAB,"Population, ages 15-64 (% of total)",SP.POP.1564.TO.ZS,2014,57.5531515880,143,Very Sad
Gabon,GAB,Urban population growth (annual %),SP.URB.GROW,2014,2.5381347763,143,Very Sad
Gabon,GAB,Urban population (% of total),SP.URB.TOTL.IN.ZS,2014,86.9200000000,143,Very Sad
Gabon,GAB,Urban population,SP.URB.TOTL,2014,1466925.0000000000,143,Very Sad
Gabon,GAB,"Unemployment, male (% of male labor force)",SL.UEM.TOTL.MA.ZS,2014,14.6000003815,143,Very Sad
Gambia,GMB,Population ages 65 and above (% of total),SP.POP.65UP.TO.ZS,2014,2.3359079266,,
Gambia,GMB,Population growth (annual %),SP.POP.GROW,2014,3.2319926916,,
Gambia,GMB,"Population, ages 0-14 (% of total)",SP.POP.0014.TO.ZS,2014,46.3185632618,,
Gambia,GMB,"Population, ages 15-64 (% of total)",SP.POP.1564.TO.ZS,2014,51.3455288116,,
Gambia,GMB,Rural population (% of total population),SP.RUR.TOTL.ZS,2014,40.9850000000,,
Gambia,GMB,"Unemployment, female (% of female labor force)",SL.UEM.TOTL.FE.ZS,2014,7.4000000954,,
Gambia,GMB,"Unemployment, male (% of male labor force)",SL.UEM.TOTL.MA.ZS,2014,6.5000000000,,
Gambia,GMB,Urban population (% of total),SP.URB.TOTL.IN.ZS,2014,59.0150000000,,
Gambia,GMB,Urban population growth (annual %),SP.URB.GROW,2014,4.3257999752,,
Gambia,GMB,Urban population,SP.URB.TOTL,2014,1137928.0000000000,,
Gambia,GMB,Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,2014,1.9600000000,,
Gambia,GMB,Fixed telephone subscriptions,IT.MLT.MAIN,2014,55841.0000000000,,
Gambia,GMB,Fixed telephone subscriptions (per 100 people),IT.MLT.MAIN.P2,2014,2.9252145416,,
Gambia,GMB,"Incidence of tuberculosis (per 100,000 people)",SH.TBS.INCD,2014,174.0000000000,,
Gambia,GMB,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2014,5.9473749217,,
Gambia,GMB,Internet users (per 100 people),IT.NET.USER.P2,2014,15.5600000000,,
Gambia,GMB,"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,2014,47.8655244852,,
Gambia,GMB,Lifetime risk of maternal death (%),SH.MMR.RISK.ZS,2014,4.2281664687,,
Gambia,GMB,"Maternal mortality ratio (modeled estimate, per 100,000 live births)",SH.STA.MMRT,2014,719.0000000000,,
Gambia,GMB,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,2014,119.6304887389,,
Gambia,GMB,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,2014,48.6000000000,,
Gambia,GMB,"Mortality rate, under-5 (per 1,000)",SH.DYN.MORT,2014,71.1000000000,,
Georgia,GEO,"Unemployment, male (% of male labor force)",SL.UEM.TOTL.MA.ZS,2014,14.5000000000,130,Very Sad
Georgia,GEO,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,2014,124.9355400914,130,Very Sad
Georgia,GEO,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,2014,11.3000000000,130,Very Sad
Georgia,GEO,"Mortality rate, under-5 (per 1,000)",SH.DYN.MORT,2014,12.6000000000,130,Very Sad
Georgia,GEO,Rural population (% of total population),SP.RUR.TOTL.ZS,2014,46.5320000000,130,Very Sad
Georgia,GEO,"Unemployment, female (% of female labor force)",SL.UEM.TOTL.FE.ZS,2014,12.3000001907,130,Very Sad
Georgia,GEO,Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,2014,2.5500000000,130,Very Sad
Georgia,GEO,"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,2014,46.3575298084,130,Very Sad
Georgia,GEO,Lifetime risk of maternal death (%),SH.MMR.RISK.ZS,2014,0.0694911321,130,Very Sad
Georgia,GEO,"Maternal mortality ratio (modeled estimate, per 100,000 live births)",SH.STA.MMRT,2014,37.0000000000,130,Very Sad
Georgia,GEO,"Population, ages 15-64 (% of total)",SP.POP.1564.TO.ZS,2014,68.6715042776,130,Very Sad
Georgia,GEO,"Population, ages 0-14 (% of total)",SP.POP.0014.TO.ZS,2014,17.2123147418,130,Very Sad
Georgia,GEO,Population growth (annual %),SP.POP.GROW,2014,0.3759193866,130,Very Sad
Georgia,GEO,Population ages 65 and above (% of total),SP.POP.65UP.TO.ZS,2014,14.1161809806,130,Very Sad
Georgia,GEO,Internet users (per 100 people),IT.NET.USER.P2,2014,48.9000000000,130,Very Sad
Georgia,GEO,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,2014,3.7683984883,130,Very Sad
Georgia,GEO,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2014,3.0688707962,130,Very Sad
Georgia,GEO,"Incidence of tuberculosis (per 100,000 people)",SH.TBS.INCD,2014,106.0000000000,130,Very Sad
Georgia,GEO,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2014,4.7664424351,130,Very Sad
Georgia,GEO,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,2014,9.9658008258,130,Very Sad
Georgia,GEO,Fixed telephone subscriptions (per 100 people),IT.MLT.MAIN.P2,2014,25.3852442444,130,Very Sad
Georgia,GEO,Fixed telephone subscriptions,IT.MLT.MAIN,2014,1097364.0000000000,130,Very Sad
Georgia,GEO,Urban population growth (annual %),SP.URB.GROW,2014,0.6737474743,130,Very Sad
Georgia,GEO,Urban population (% of total),SP.URB.TOTL.IN.ZS,2014,53.4680000000,130,Very Sad
Georgia,GEO,Urban population,SP.URB.TOTL,2014,2408252.0000000000,130,Very Sad
Germany,DEU,Urban population,SP.URB.TOTL,2014,60743165.0000000000,26,Extremely Happy
Germany,DEU,"Unemployment, male (% of male labor force)",SL.UEM.TOTL.MA.ZS,2014,5.3000001907,26,Extremely Happy
Germany,DEU,"Unemployment, female (% of female labor force)",SL.UEM.TOTL.FE.ZS,2014,4.8000001907,26,Extremely Happy
Germany,DEU,"Maternal mortality ratio (modeled estimate, per 100,000 live births)",SH.STA.MMRT,2014,6.0000000000,26,Extremely Happy
Germany,DEU,Lifetime risk of maternal death (%),SH.MMR.RISK.ZS,2014,0.0085614203,26,Extremely Happy
Germany,DEU,"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,2014,45.9145892573,26,Extremely Happy
Germany,DEU,Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,2014,7.9300000000,26,Extremely Happy
Germany,DEU,Urban population growth (annual %),SP.URB.GROW,2014,0.5740066094,26,Extremely Happy
Germany,DEU,Urban population (% of total),SP.URB.TOTL.IN.ZS,2014,75.0940000000,26,Extremely Happy
Germany,DEU,"Population, ages 0-14 (% of total)",SP.POP.0014.TO.ZS,2014,12.9772400362,26,Extremely Happy
Germany,DEU,"Population, ages 15-64 (% of total)",SP.POP.1564.TO.ZS,2014,65.9524789878,26,Extremely Happy
Germany,DEU,Population growth (annual %),SP.POP.GROW,2014,0.3019779234,26,Extremely Happy
Germany,DEU,Population ages 65 and above (% of total),SP.POP.65UP.TO.ZS,2014,21.0702809759,26,Extremely Happy
Germany,DEU,"Mortality rate, under-5 (per 1,000)",SH.DYN.MORT,2014,3.8000000000,26,Extremely Happy
Germany,DEU,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,2014,3.2000000000,26,Extremely Happy
Germany,DEU,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,2014,120.4189828769,26,Extremely Happy
Germany,DEU,Fixed telephone subscriptions,IT.MLT.MAIN,2014,47021000.0000000000,26,Extremely Happy
Germany,DEU,Fixed telephone subscriptions (per 100 people),IT.MLT.MAIN.P2,2014,56.8901591748,26,Extremely Happy
Germany,DEU,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,2014,0.2168821131,26,Extremely Happy
Germany,DEU,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2014,1.5997703923,26,Extremely Happy
Germany,DEU,"Incidence of tuberculosis (per 100,000 people)",SH.TBS.INCD,2014,6.2000000000,26,Extremely Happy
Germany,DEU,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2014,0.9067970352,26,Extremely Happy
Germany,DEU,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,2014,1.7342736278,26,Extremely Happy
Germany,DEU,Internet users (per 100 people),IT.NET.USER.P2,2014,86.1900000000,26,Extremely Happy
Germany,DEU,Rural population (% of total population),SP.RUR.TOTL.ZS,2014,24.9060000000,26,Extremely Happy
Ghana,GHA,"Population, ages 0-14 (% of total)",SP.POP.0014.TO.ZS,2014,38.9144414681,114,Moderately Sad
Ghana,GHA,Population ages 65 and above (% of total),SP.POP.65UP.TO.ZS,2014,3.4267322786,114,Moderately Sad
Ghana,GHA,Population growth (annual %),SP.POP.GROW,2014,2.3500756611,114,Moderately Sad
Ghana,GHA,"Population, ages 15-64 (% of total)",SP.POP.1564.TO.ZS,2014,57.6588262533,114,Moderately Sad
Ghana,GHA,"Incidence of tuberculosis (per 100,000 people)",SH.TBS.INCD,2014,165.0000000000,114,Moderately Sad
Ghana,GHA,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,2014,114.8194789400,114,Moderately Sad
Ghana,GHA,"Maternal mortality ratio (modeled estimate, per 100,000 live births)",SH.STA.MMRT,2014,322.0000000000,114,Moderately Sad
Ghana,GHA,Lifetime risk of maternal death (%),SH.MMR.RISK.ZS,2014,1.3730870155,114,Moderately Sad
Ghana,GHA,"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,2014,49.7109858104,114,Moderately Sad
Ghana,GHA,Urban population growth (annual %),SP.URB.GROW,2014,3.5882294229,114,Moderately Sad
Ghana,GHA,Urban population (% of total),SP.URB.TOTL.IN.ZS,2014,53.3920000000,114,Moderately Sad
Ghana,GHA,Urban population,SP.URB.TOTL,2014,14301900.0000000000,114,Moderately Sad
Ghana,GHA,"Unemployment, male (% of male labor force)",SL.UEM.TOTL.MA.ZS,2014,2.2999999523,114,Moderately Sad
Ghana,GHA,"Unemployment, female (% of female labor force)",SL.UEM.TOTL.FE.ZS,2014,2.4000000954,114,Moderately Sad
Ghana,GHA,Rural population (% of total population),SP.RUR.TOTL.ZS,2014,46.6080000000,114,Moderately Sad
Ghana,GHA,"Mortality rate, under-5 (per 1,000)",SH.DYN.MORT,2014,64.0000000000,114,Moderately Sad
Ghana,GHA,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,2014,44.2000000000,114,Moderately Sad
Ghana,GHA,Internet users (per 100 people),IT.NET.USER.P2,2014,18.9000000000,114,Moderately Sad
Ghana,GHA,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2014,15.4931680729,114,Moderately Sad
Ghana,GHA,Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,2014,3.8000000000,114,Moderately Sad
Ghana,GHA,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,2014,16.6812754446,114,Moderately Sad
Ghana,GHA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2014,3.9858656242,114,Moderately Sad
Ghana,GHA,Fixed telephone subscriptions,IT.MLT.MAIN,2014,260407.0000000000,114,Moderately Sad
Ghana,GHA,Fixed telephone subscriptions (per 100 people),IT.MLT.MAIN.P2,2014,0.9848167575,114,Moderately Sad
Ghana,GHA,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,2014,8.7097129400,114,Moderately Sad
Greece,GRC,"Mortality rate, under-5 (per 1,000)",SH.DYN.MORT,2014,4.6000000000,102,Moderately Sad
Greece,GRC,Population ages 65 and above (% of total),SP.POP.65UP.TO.ZS,2014,20.8689440755,102,Moderately Sad
Greece,GRC,Population growth (annual %),SP.POP.GROW,2014,-0.6350540547,102,Moderately Sad
Greece,GRC,"Population, ages 15-64 (% of total)",SP.POP.1564.TO.ZS,2014,64.4928444600,102,Moderately Sad
Greece,GRC,"Population, ages 0-14 (% of total)",SP.POP.0014.TO.ZS,2014,14.6382114645,102,Moderately Sad
Greece,GRC,Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,2014,4.8100000000,102,Moderately Sad
Greece,GRC,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,2014,114.9618849208,102,Moderately Sad
Greece,GRC,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,2014,3.7000000000,102,Moderately Sad
Greece,GRC,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2014,0.6539826582,102,Moderately Sad
Greece,GRC,Rural population (% of total population),SP.RUR.TOTL.ZS,2014,22.3220000000,102,Moderately Sad
Greece,GRC,Fixed telephone subscriptions,IT.MLT.MAIN,2014,5219341.0000000000,102,Moderately Sad
